Timestamp,FrameTime,MemoryUsage,CollapsedCells,LoadedChunks,ProcessingChunks,TotalCells,TotalTriangles,TotalVertices,CollapsedCellPercentage,ProcessingEfficiency,
2025-04-09 18:35:11,0.00,0.00,16.73,665.44,0.00,0.00,0,0,167936,0,41,0,167936,33237,99711,0.0000,1.0000,0.0000,1.0000,
2025-04-09 18:35:36,0.00,0.00,17.02,774.24,0.00,0.00,0,0,196608,0,48,0,196608,38637,115911,0.0000,1.0000,0.0000,1.0000,
2025-04-09 18:36:01,0.00,0.00,14.61,677.37,0.00,0.00,0,0,221184,0,54,0,221184,43467,130401,0.0000,1.0000,0.0000,1.0000,
2025-04-09 18:36:26,0.00,0.00,37.20,792.18,0.00,0.00,0,0,241664,0,73,0,299008,58998,176994,0.0000,0.8082,0.0000,1.0000,
2025-04-09 18:36:51,0.00,0.00,17.57,868.03,0.00,0.00,0,0,258048,0,78,0,319488,62649,187947,0.0000,0.8077,0.0000,1.0000,
2025-04-09 18:38:57,0.00,0.00,35.13,826.91,0.00,0.00,0,0,253952,0,79,0,323584,63821,191463,0.0000,0.7848,0.0000,1.0000,
2025-04-09 18:39:22,0.00,0.00,15.00,805.33,0.00,0.00,0,0,114688,0,55,0,225280,45336,136008,0.0000,0.5091,0.0000,1.0000,
2025-04-09 18:39:47,0.00,0.00,18.79,876.15,0.00,0.00,0,0,241664,0,70,0,286720,55623,166869,0.0000,0.8429,0.0000,1.0000,
2025-04-09 18:40:12,0.00,0.00,45.41,799.83,0.00,0.00,0,0,294912,0,89,0,364544,71121,213363,0.0000,0.8090,0.0000,1.0000,
2025-04-09 18:40:37,0.00,0.00,33.01,779.49,0.00,0.00,0,0,294912,0,89,0,364544,71121,213363,0.0000,0.8090,0.0000,1.0000,
2025-04-09 18:42:59,0.00,0.00,31.10,668.73,0.00,0.00,0,0,167936,0,41,0,167936,32696,98088,0.0000,1.0000,0.0000,1.0000,
2025-04-09 18:43:24,0.00,0.00,16.60,668.93,0.00,0.00,0,0,229376,0,56,0,229376,45120,135360,0.0000,1.0000,0.0000,1.0000,
2025-04-09 18:43:49,0.00,0.00,17.16,764.41,0.00,0.00,0,0,245760,0,77,0,315392,61500,184500,0.0000,0.7792,0.0000,1.0000,
